Pet, Gender, Education, Urbanicity, Children, Employment, Income
1, 0, Less than high school, Suburban, 0, 1, 22240
1, 0, Some college, Rural, 0, 0, 40010
0, 1, Some college, Urban, 1, 1, 33363
0, 0, Some college, Rural, 0, 0, 40041
0, 0, Bachelor's degree +, Suburban, 0, 0, 70513
1, 0, Less than high school, Urban, 0, 1, 22219
1, 0, Bachelor's degree +, Rural, 0, 1, 70023
1, 1, Bachelor's degree +, Urban, 0, 1, 54522
0, 0, Bachelor's degree +, Urban, 0, 1, 70327
0, 0, High school, Urban, 0, 1, 32298
0, 0, Less than high school, Urban, 1, 0, 22226
1, 0, Some college, Urban, 0, 1, 39686
1, 0, Bachelor's degree +, Rural, 0, 1, 70165
1, 0, Some college, Urban, 0, 1, 39716
1, 1, Bachelor's degree +, Suburban, 0, 1, 54467
1, 0, Some college, Suburban, 0, 1, 39729
1, 1, Some college, Suburban, 1, 1, 33446
1, 1, Some college, Suburban, 0, 0, 33206
1, 0, Some college, Rural, 1, 0, 39799
0, 0, Less than high school, Suburban, 0, 1, 22121
1, 1, Some college, Rural, 0, 1, 33451
1, 1, Less than high school, Suburban, 0, 1, 20888
1, 0, Less than high school, Urban, 0, 0, 22408
0, 0, High school, Suburban, 1, 1, 32356
1, 1, Bachelor's degree +, Suburban, 1, 1, 54799
1, 0, Bachelor's degree +, Suburban, 0, 1, 70438
0, 0, High school, Suburban, 0, 1, 32288
1, 1, Some college, Suburban, 0, 1, 33225
0, 1, High school, Suburban, 0, 0, 28908
1, 1, High school, Urban, 1, 0, 28949
1, 1, High school, Suburban, 0, 1, 29103
0, 0, Bachelor's degree +, Urban, 1, 1, 70468
1, 1, High school, Urban, 0, 0, 28650
1, 1, Some college, Suburban, 0, 1, 33375
0, 0, Some college, Urban, 1, 1, 39853
0, 1, High school, Suburban, 0, 0, 28876
0, 0, High school, Suburban, 0, 1, 32206
1, 1, High school, Suburban, 0, 1, 28954
1, 1, Some college, Suburban, 0, 1, 33067
0, 0, High school, Urban, 0, 1, 32318
0, 0, Bachelor's degree +, Suburban, 0, 0, 70780
0, 0, Some college, Rural, 0, 0, 39763
1, 0, Some college, Rural, 1, 0, 39525
0, 0, High school, Suburban, 0, 1, 32299
1, 1, High school, Rural, 0, 1, 28994
1, 0, High school, Suburban, 0, 1, 32215
1, 1, High school, Suburban, 0, 1, 29000
1, 1, High school, Rural, 1, 1, 28868
0, 0, High school, Suburban, 0, 1, 32353
0, 1, Less than high school, Suburban, 0, 1, 20891
1, 1, High school, Urban, 1, 1, 28973
0, 0, Some college, Suburban, 0, 1, 39988
1, 0, High school, Suburban, 0, 1, 32277
0, 1, High school, Rural, 0, 0, 28719
0, 1, Bachelor's degree +, Urban, 0, 0, 54562
1, 0, Less than high school, Suburban, 1, 1, 22415
1, 0, Bachelor's degree +, Urban, 0, 1, 70391
0, 0, Some college, Suburban, 0, 0, 39821
0, 1, High school, Rural, 0, 1, 28985
1, 1, Bachelor's degree +, Urban, 0, 1, 54720
1, 0, Some college, Rural, 0, 0, 39791
1, 0, High school, Suburban, 0, 0, 32368
1, 0, Some college, Urban, 0, 1, 39655
0, 1, Bachelor's degree +, Suburban, 0, 0, 54311
1, 1, Less than high school, Rural, 0, 1, 20901
0, 1, Bachelor's degree +, Urban, 0, 1, 54974
1, 1, Bachelor's degree +, Suburban, 1, 1, 54528
1, 1, Bachelor's degree +, Suburban, 0, 1, 54495
1, 1, Bachelor's degree +, Urban, 1, 0, 54289
1, 1, High school, Suburban, 0, 0, 28923
1, 0, Some college, Rural, 1, 1, 39750
1, 0, High school, Suburban, 0, 0, 32315
0, 0, High school, Urban, 1, 1, 32261
1, 0, Bachelor's degree +, Suburban, 0, 1, 70775
1, 1, Less than high school, Suburban, 0, 1, 20885
1, 1, Bachelor's degree +, Urban, 1, 1, 54327
1, 0, Some college, Urban, 0, 1, 40052
1, 0, High school, Suburban, 0, 1, 32230
1, 0, Less than high school, Urban, 0, 1, 22276
1, 1, Bachelor's degree +, Urban, 0, 1, 54423
0, 0, High school, Urban, 1, 1, 32274
1, 0, High school, Rural, 0, 1, 32441
1, 1, Bachelor's degree +, Urban, 0, 1, 54738
0, 0, Some college, Suburban, 0, 0, 39592
0, 1, Bachelor's degree +, Suburban, 0, 1, 54617
1, 0, High school, Rural, 0, 1, 32127
1, 1, High school, Suburban, 0, 1, 29043
1, 1, Some college, Suburban, 0, 1, 33399
1, 0, High school, Urban, 0, 0, 32309
1, 1, High school, Suburban, 0, 1, 28975
1, 0, Bachelor's degree +, Rural, 0, 1, 70359
1, 0, Bachelor's degree +, Urban, 0, 1, 70513
1, 0, Bachelor's degree +, Urban, 0, 0, 70496
0, 1, Bachelor's degree +, Suburban, 1, 1, 54374
0, 1, High school, Suburban, 0, 0, 29008
0, 1, Bachelor's degree +, Urban, 0, 0, 54411
1, 0, High school, Urban, 1, 1, 32275
0, 0, Bachelor's degree +, Suburban, 0, 0, 70212
1, 1, Bachelor's degree +, Rural, 0, 1, 54392
1, 1, Bachelor's degree +, Rural, 0, 1, 54650
1, 0, Some college, Urban, 0, 1, 39804
1, 0, Some college, Rural, 0, 1, 39855
0, 0, Some college, Urban, 0, 0, 39937
1, 0, High school, Suburban, 1, 1, 32197
1, 0, High school, Rural, 0, 1, 32355
1, 1, High school, Suburban, 1, 1, 28835
1, 0, Bachelor's degree +, Suburban, 1, 1, 70818
0, 0, Bachelor's degree +, Suburban, 0, 1, 70473
1, 1, Some college, Suburban, 0, 0, 33181
0, 1, Some college, Suburban, 0, 1, 33305
0, 1, High school, Suburban, 0, 1, 28897
1, 1, Bachelor's degree +, Suburban, 0, 0, 54745
1, 1, Some college, Urban, 0, 1, 33350
1, 1, High school, Urban, 0, 1, 28905
0, 0, High school, Suburban, 0, 1, 32317
1, 0, Some college, Rural, 1, 1, 39753
1, 1, High school, Suburban, 1, 1, 28884
0, 1, High school, Urban, 0, 1, 28873
1, 1, Less than high school, Rural, 1, 1, 20751
1, 1, High school, Urban, 1, 1, 28894
1, 1, High school, Suburban, 0, 0, 28890
0, 0, High school, Urban, 0, 1, 32330
1, 0, Bachelor's degree +, Rural, 0, 1, 70643
1, 1, High school, Urban, 0, 0, 28936
0, 1, Bachelor's degree +, Urban, 0, 0, 54475
0, 0, Bachelor's degree +, Suburban, 1, 1, 70655
1, 0, Some college, Rural, 0, 1, 39768
1, 1, Some college, Urban, 0, 1, 33404
0, 1, Some college, Urban, 0, 1, 33498
1, 1, High school, Rural, 1, 1, 28873
0, 1, High school, Urban, 0, 1, 29072
0, 0, Bachelor's degree +, Suburban, 0, 1, 70557
1, 0, High school, Suburban, 0, 1, 32285
1, 1, Some college, Suburban, 0, 1, 33407
1, 0, Bachelor's degree +, Rural, 1, 1, 70089
1, 0, Less than high school, Rural, 0, 0, 22125
1, 1, Bachelor's degree +, Suburban, 0, 1, 54482
0, 1, High school, Suburban, 0, 1, 28908
0, 1, Bachelor's degree +, Urban, 0, 1, 54395
1, 0, High school, Urban, 0, 1, 32200
1, 1, Bachelor's degree +, Suburban, 0, 1, 54359
1, 0, Some college, Suburban, 1, 1, 39816
0, 0, Some college, Suburban, 0, 1, 39753
0, 0, High school, Suburban, 1, 1, 32032
0, 0, High school, Suburban, 1, 0, 32239
0, 1, Bachelor's degree +, Rural, 0, 0, 54538
0, 0, High school, Urban, 0, 0, 32128
0, 0, Bachelor's degree +, Urban, 0, 0, 70488
1, 0, Some college, Suburban, 1, 1, 39831
1, 1, Bachelor's degree +, Urban, 1, 1, 54470
1, 0, Less than high school, Rural, 0, 0, 22223
0, 1, High school, Urban, 0, 0, 28766
1, 1, Bachelor's degree +, Urban, 0, 1, 54114
1, 0, High school, Urban, 1, 1, 32289
1, 0, High school, Rural, 0, 1, 32301
0, 0, Bachelor's degree +, Urban, 1, 0, 70483
0, 0, Some college, Suburban, 0, 1, 39546
1, 0, Less than high school, Rural, 0, 1, 22118
1, 1, High school, Suburban, 0, 1, 28691
1, 1, Some college, Suburban, 0, 0, 33251
1, 1, High school, Suburban, 0, 1, 28947
0, 1, Some college, Urban, 0, 0, 33362
1, 0, High school, Rural, 0, 1, 32130
1, 0, High school, Urban, 0, 0, 32316
1, 1, Bachelor's degree +, Urban, 0, 1, 54631
0, 0, Bachelor's degree +, Suburban, 0, 1, 70070
1, 0, Some college, Rural, 0, 1, 39620
1, 0, High school, Rural, 0, 1, 32304
0, 1, Bachelor's degree +, Urban, 1, 0, 54452
0, 1, High school, Urban, 0, 0, 28858
1, 1, Some college, Suburban, 0, 1, 33272
0, 0, Less than high school, Suburban, 0, 1, 22127
1, 0, Some college, Urban, 0, 1, 40015
1, 1, High school, Suburban, 1, 0, 28732
1, 1, Some college, Urban, 0, 1, 33346
1, 0, High school, Rural, 0, 1, 32090
0, 0, Bachelor's degree +, Urban, 0, 0, 70353
1, 0, High school, Urban, 0, 1, 32179
0, 1, Less than high school, Urban, 0, 1, 20793
1, 1, Some college, Rural, 0, 1, 33386
1, 0, Less than high school, Urban, 0, 1, 22271
0, 0, Some college, Urban, 0, 0, 39816
1, 0, High school, Urban, 0, 1, 32350
0, 0, Bachelor's degree +, Suburban, 0, 1, 70650
1, 1, High school, Suburban, 0, 1, 28888
1, 0, High school, Urban, 0, 1, 32201
1, 1, Less than high school, Rural, 0, 1, 20785
1, 0, Some college, Suburban, 0, 1, 40052
1, 0, Bachelor's degree +, Urban, 1, 1, 69912
0, 0, Bachelor's degree +, Suburban, 0, 1, 70474
1, 0, High school, Urban, 0, 1, 32573
0, 1, Some college, Suburban, 0, 1, 33372
1, 1, Some college, Urban, 0, 1, 33317
1, 1, High school, Rural, 0, 0, 28961
1, 1, Some college, Rural, 0, 1, 33265
0, 0, High school, Suburban, 1, 0, 32308
1, 0, Less than high school, Suburban, 1, 0, 22364
1, 0, Some college, Suburban, 0, 0, 39968
0, 0, Bachelor's degree +, Urban, 1, 0, 70433
0, 0, Bachelor's degree +, Rural, 1, 1, 70772
0, 1, Bachelor's degree +, Urban, 1, 1, 54436
1, 0, High school, Suburban, 0, 1, 32522
0, 0, Some college, Suburban, 0, 0, 39849
1, 0, Some college, Suburban, 0, 1, 39552
0, 1, Bachelor's degree +, Urban, 1, 1, 54514
0, 0, Bachelor's degree +, Urban, 1, 1, 69926
0, 0, Some college, Urban, 0, 1, 39652
0, 1, Bachelor's degree +, Suburban, 0, 0, 54491
0, 1, Bachelor's degree +, Urban, 0, 1, 54562
1, 1, Some college, Suburban, 1, 0, 33214
1, 1, Some college, Suburban, 0, 1, 33177
0, 0, High school, Suburban, 0, 0, 32276
0, 0, Bachelor's degree +, Urban, 0, 0, 70420
1, 0, Less than high school, Suburban, 0, 1, 22195
0, 1, Bachelor's degree +, Suburban, 0, 1, 54441
1, 1, High school, Suburban, 0, 1, 28941
1, 1, High school, Suburban, 1, 1, 28832
1, 1, Some college, Rural, 0, 1, 33639
0, 0, Some college, Urban, 0, 1, 39786
0, 0, Bachelor's degree +, Urban, 0, 1, 70411
0, 1, Bachelor's degree +, Suburban, 0, 0, 54465
1, 1, Some college, Urban, 0, 0, 33352
1, 0, High school, Urban, 0, 0, 32228
1, 0, High school, Urban, 0, 0, 32289
0, 0, Some college, Suburban, 0, 0, 39718
0, 1, Bachelor's degree +, Suburban, 0, 1, 54842
1, 0, High school, Urban, 0, 1, 32425
1, 1, Less than high school, Rural, 1, 1, 20836
1, 0, Less than high school, Urban, 1, 0, 22281
0, 0, High school, Suburban, 0, 1, 32306
0, 1, Some college, Urban, 0, 0, 33316
1, 0, Less than high school, Rural, 0, 1, 22142
0, 0, Bachelor's degree +, Suburban, 0, 0, 70777
0, 1, Some college, Suburban, 0, 0, 33258
1, 0, Less than high school, Urban, 0, 1, 22276
1, 1, Some college, Rural, 0, 0, 33307
1, 0, High school, Suburban, 1, 1, 32292
0, 0, Bachelor's degree +, Urban, 0, 1, 70922
1, 0, High school, Suburban, 0, 0, 32590
1, 1, Some college, Urban, 1, 0, 33420
0, 1, Bachelor's degree +, Suburban, 0, 0, 54580
1, 0, High school, Suburban, 1, 1, 32299
1, 0, Some college, Urban, 1, 1, 39827
0, 1, Bachelor's degree +, Suburban, 0, 1, 54627
1, 1, High school, Suburban, 0, 1, 28771
0, 1, Bachelor's degree +, Urban, 0, 1, 54245
0, 1, Bachelor's degree +, Suburban, 0, 1, 54451
0, 1, Bachelor's degree +, Rural, 1, 1, 54318
0, 0, Less than high school, Suburban, 0, 1, 22106
0, 1, Bachelor's degree +, Suburban, 0, 0, 54512
1, 1, High school, Suburban, 0, 1, 29011
0, 0, Bachelor's degree +, Urban, 0, 1, 70404
0, 1, Less than high school, Suburban, 1, 0, 20780
1, 0, High school, Suburban, 0, 1, 32182
1, 1, Bachelor's degree +, Urban, 0, 1, 54323
0, 0, Bachelor's degree +, Suburban, 0, 0, 70226
1, 0, Some college, Suburban, 0, 1, 39813
1, 1, High school, Urban, 0, 1, 28931
0, 0, High school, Urban, 0, 1, 32302
1, 1, Bachelor's degree +, Urban, 1, 0, 54474
1, 1, Bachelor's degree +, Rural, 0, 1, 54924
0, 0, Some college, Suburban, 0, 1, 39882
1, 0, Less than high school, Rural, 0, 1, 22204
0, 1, Bachelor's degree +, Suburban, 0, 1, 54567
0, 1, Bachelor's degree +, Rural, 1, 0, 54596
1, 1, High school, Suburban, 0, 1, 28736
1, 1, Less than high school, Urban, 1, 1, 20707
0, 0, Some college, Suburban, 0, 0, 39570
1, 1, Bachelor's degree +, Rural, 1, 0, 54594
0, 1, Bachelor's degree +, Urban, 1, 0, 54435
1, 1, Bachelor's degree +, Rural, 0, 0, 54487
1, 0, High school, Rural, 0, 1, 32096
1, 1, Bachelor's degree +, Rural, 0, 1, 54518
1, 1, High school, Rural, 0, 1, 28829
0, 1, High school, Suburban, 1, 1, 29122
1, 1, Some college, Suburban, 1, 1, 33281
0, 1, Bachelor's degree +, Suburban, 0, 1, 54484
1, 0, High school, Urban, 0, 1, 32137
1, 1, Some college, Suburban, 0, 1, 33632
1, 1, Less than high school, Suburban, 1, 1, 20755
1, 1, High school, Suburban, 0, 1, 29099
0, 1, High school, Suburban, 1, 0, 29042
0, 0, High school, Rural, 0, 0, 32467
1, 1, Bachelor's degree +, Suburban, 0, 0, 54700
1, 0, Bachelor's degree +, Urban, 0, 0, 70532
1, 0, Bachelor's degree +, Suburban, 0, 1, 70142
0, 1, Bachelor's degree +, Urban, 1, 1, 54228
1, 1, Bachelor's degree +, Urban, 0, 0, 54464
1, 0, Some college, Rural, 0, 1, 39704
1, 1, High school, Rural, 1, 0, 28911
1, 0, High school, Urban, 1, 0, 32308
0, 0, High school, Rural, 0, 1, 32262
0, 0, Some college, Rural, 0, 1, 39827
1, 1, Some college, Suburban, 0, 1, 33347
0, 0, Some college, Urban, 0, 0, 39702
1, 0, High school, Suburban, 0, 1, 32401
1, 0, Bachelor's degree +, Rural, 0, 1, 70393
0, 1, Some college, Rural, 0, 1, 33270
1, 1, Some college, Urban, 0, 1, 33273
1, 0, Some college, Suburban, 0, 0, 39975
0, 0, Some college, Suburban, 0, 1, 39935
0, 0, Bachelor's degree +, Suburban, 0, 1, 70338
0, 1, Some college, Suburban, 1, 1, 33357
0, 1, Some college, Urban, 0, 1, 33416
1, 1, High school, Suburban, 0, 1, 28863
1, 1, Bachelor's degree +, Rural, 1, 1, 54410
0, 0, Bachelor's degree +, Urban, 0, 1, 70879
1, 0, Some college, Suburban, 0, 0, 39861
1, 1, Bachelor's degree +, Rural, 0, 1, 54609
1, 0, Less than high school, Suburban, 1, 1, 22264
0, 0, High school, Urban, 0, 0, 32150
1, 0, Bachelor's degree +, Suburban, 0, 1, 70262
1, 1, Bachelor's degree +, Rural, 0, 0, 54232
0, 1, Bachelor's degree +, Suburban, 0, 0, 54399
1, 1, Some college, Suburban, 1, 1, 33362
1, 1, High school, Rural, 0, 1, 28861
0, 1, Bachelor's degree +, Suburban, 0, 0, 54183
0, 1, Some college, Urban, 0, 1, 33331
0, 1, Some college, Suburban, 0, 1, 33531
0, 0, Some college, Urban, 0, 1, 39700
1, 1, Bachelor's degree +, Rural, 0, 0, 54427
1, 0, Bachelor's degree +, Rural, 0, 1, 70312
1, 1, High school, Urban, 1, 1, 28929
0, 0, High school, Suburban, 1, 0, 32279
0, 0, Bachelor's degree +, Suburban, 0, 1, 70195
0, 0, Less than high school, Urban, 0, 0, 22178
1, 1, Less than high school, Rural, 0, 1, 20756
0, 0, Some college, Suburban, 0, 1, 39913
0, 0, Some college, Rural, 1, 1, 39796
1, 0, Some college, Suburban, 0, 1, 39755
1, 1, Bachelor's degree +, Urban, 1, 1, 54223
0, 1, Some college, Suburban, 0, 1, 33384
1, 1, Less than high school, Urban, 1, 1, 20792
1, 1, Bachelor's degree +, Suburban, 0, 1, 54455
0, 1, Bachelor's degree +, Suburban, 0, 1, 54440
0, 0, Less than high school, Suburban, 0, 0, 22340
1, 1, Some college, Rural, 0, 1, 33350
0, 0, Bachelor's degree +, Suburban, 0, 1, 70489
1, 1, High school, Rural, 0, 0, 28957
1, 0, Some college, Urban, 0, 1, 39797
1, 1, Bachelor's degree +, Suburban, 0, 0, 54292
1, 1, High school, Urban, 0, 1, 28662
1, 1, Less than high school, Rural, 0, 1, 20760
0, 0, Bachelor's degree +, Suburban, 1, 0, 70163
0, 1, High school, Suburban, 0, 1, 28902
0, 1, Bachelor's degree +, Urban, 0, 0, 54483
1, 1, High school, Suburban, 0, 1, 29004
0, 0, Bachelor's degree +, Suburban, 1, 0, 70435
0, 1, High school, Rural, 0, 0, 28717
1, 0, High school, Urban, 0, 1, 32119
1, 1, Less than high school, Urban, 0, 1, 20640
1, 0, Some college, Urban, 0, 1, 39523
0, 1, High school, Urban, 0, 1, 29006
0, 1, Bachelor's degree +, Urban, 1, 1, 54405
1, 1, High school, Rural, 0, 1, 28787
0, 0, High school, Suburban, 0, 1, 32291
1, 0, Some college, Suburban, 0, 1, 39478
1, 1, High school, Rural, 0, 1, 28906
1, 0, High school, Suburban, 0, 0, 32103
1, 0, High school, Suburban, 1, 1, 32168
0, 1, Bachelor's degree +, Suburban, 0, 0, 54431
1, 0, High school, Urban, 0, 1, 32227
1, 0, Less than high school, Rural, 1, 0, 22213
0, 1, Bachelor's degree +, Urban, 1, 1, 54358
1, 0, Less than high school, Suburban, 0, 1, 22213
1, 1, Some college, Urban, 0, 1, 33577
1, 1, Bachelor's degree +, Suburban, 0, 1, 54359
1, 1, Some college, Urban, 1, 1, 33343
0, 0, Less than high school, Urban, 0, 0, 22380
1, 1, Some college, Urban, 0, 1, 33344
1, 1, Bachelor's degree +, Urban, 0, 0, 54493
0, 1, Some college, Urban, 0, 1, 33363
0, 1, Some college, Urban, 0, 1, 33362
0, 0, Bachelor's degree +, Suburban, 0, 0, 70353
1, 1, Some college, Rural, 0, 1, 33627
1, 1, Bachelor's degree +, Suburban, 0, 1, 54364
1, 1, Some college, Rural, 0, 0, 33337
1, 1, Less than high school, Rural, 0, 1, 20724
1, 1, Some college, Suburban, 1, 1, 33402
1, 0, Some college, Urban, 0, 1, 39794
0, 1, Some college, Rural, 0, 0, 33300
0, 1, Bachelor's degree +, Suburban, 0, 1, 54451
0, 1, High school, Suburban, 0, 0, 28745
0, 1, Bachelor's degree +, Suburban, 1, 0, 54273
1, 1, Bachelor's degree +, Urban, 0, 1, 54676
1, 1, Some college, Rural, 0, 0, 33076
1, 0, High school, Suburban, 1, 1, 32328
0, 0, Some college, Rural, 0, 0, 39911
0, 1, Less than high school, Suburban, 0, 1, 20917
0, 0, High school, Urban, 0, 0, 32347
0, 0, High school, Suburban, 0, 0, 32336
1, 0, Some college, Suburban, 0, 0, 39890
1, 1, Less than high school, Urban, 0, 1, 20818
0, 0, Less than high school, Suburban, 0, 1, 22279
0, 0, Some college, Urban, 0, 0, 39816
1, 1, Bachelor's degree +, Suburban, 1, 0, 54688
1, 0, Bachelor's degree +, Suburban, 0, 0, 70438
1, 1, Some college, Suburban, 0, 1, 33356
0, 1, Some college, Suburban, 1, 0, 33643
0, 1, Bachelor's degree +, Suburban, 0, 0, 54338
1, 1, High school, Rural, 0, 1, 28835
1, 0, High school, Suburban, 0, 1, 32351
1, 1, Some college, Urban, 0, 0, 33539
0, 1, Bachelor's degree +, Urban, 0, 1, 54392
1, 0, Bachelor's degree +, Urban, 0, 1, 69995
1, 1, Some college, Suburban, 0, 1, 33122
1, 0, High school, Urban, 0, 1, 32380
1, 1, High school, Urban, 0, 1, 28890
1, 0, Bachelor's degree +, Urban, 0, 1, 70443
1, 0, Some college, Urban, 0, 1, 39790
0, 0, Some college, Suburban, 0, 1, 39564
1, 1, Bachelor's degree +, Suburban, 0, 0, 54442
0, 1, Bachelor's degree +, Suburban, 0, 0, 54447
1, 1, High school, Rural, 0, 1, 28832
0, 1, Less than high school, Suburban, 0, 1, 20761
0, 0, Some college, Urban, 1, 1, 39793
0, 1, Less than high school, Urban, 1, 0, 20755
0, 1, High school, Suburban, 0, 0, 28932
0, 0, Bachelor's degree +, Suburban, 0, 1, 70512
0, 1, Bachelor's degree +, Suburban, 0, 0, 54391
0, 1, Bachelor's degree +, Suburban, 1, 1, 54463
0, 0, Some college, Suburban, 1, 0, 39913
1, 0, Bachelor's degree +, Urban, 1, 1, 70980
0, 1, High school, Urban, 1, 1, 28909
0, 0, Bachelor's degree +, Suburban, 0, 0, 70819
0, 1, Less than high school, Urban, 0, 0, 20783
1, 0, Bachelor's degree +, Rural, 1, 1, 70195
0, 1, Bachelor's degree +, Urban, 1, 0, 54460
1, 0, Bachelor's degree +, Rural, 1, 1, 70062
1, 1, Some college, Urban, 0, 1, 33315
1, 1, Less than high school, Urban, 0, 1, 20744
0, 0, Bachelor's degree +, Urban, 0, 1, 70467
0, 1, Bachelor's degree +, Suburban, 0, 1, 54478
1, 1, High school, Rural, 1, 1, 28836
1, 0, High school, Suburban, 0, 1, 32345
0, 0, Bachelor's degree +, Urban, 0, 1, 70483
1, 1, Bachelor's degree +, Suburban, 0, 1, 54186
1, 1, Some college, Urban, 0, 1, 33573
0, 1, Some college, Suburban, 0, 1, 33365
1, 0, Less than high school, Urban, 0, 1, 22214
1, 0, Bachelor's degree +, Suburban, 0, 1, 70252
1, 1, Some college, Suburban, 0, 1, 33306
0, 1, Bachelor's degree +, Urban, 0, 1, 54522
0, 1, Less than high school, Suburban, 0, 0, 20777
1, 1, Bachelor's degree +, Urban, 0, 0, 54434
0, 0, Some college, Urban, 0, 0, 39696
0, 1, Bachelor's degree +, Urban, 0, 0, 54216
0, 0, High school, Suburban, 0, 1, 32508
1, 0, Some college, Suburban, 0, 1, 39952
0, 1, Bachelor's degree +, Rural, 1, 1, 54443
0, 0, High school, Suburban, 0, 1, 32307
1, 0, High school, Urban, 1, 0, 32098
1, 0, Some college, Urban, 1, 1, 39823
0, 0, Less than high school, Urban, 1, 1, 22334
1, 1, Some college, Urban, 1, 0, 33397
1, 0, Bachelor's degree +, Urban, 0, 1, 70612
1, 0, Less than high school, Rural, 0, 1, 22287
1, 1, Some college, Rural, 0, 0, 33297
0, 0, High school, Rural, 0, 1, 32582
0, 0, High school, Suburban, 0, 0, 32369
0, 0, Less than high school, Suburban, 0, 0, 22223
1, 1, High school, Suburban, 1, 0, 28841
1, 1, Less than high school, Suburban, 1, 0, 20654
0, 0, Bachelor's degree +, Suburban, 1, 0, 70435
1, 0, High school, Rural, 1, 1, 32282
0, 0, Bachelor's degree +, Urban, 0, 1, 70465
1, 0, High school, Urban, 1, 1, 32237
1, 0, Some college, Suburban, 0, 1, 39955
1, 1, Bachelor's degree +, Urban, 1, 0, 54635
1, 0, High school, Suburban, 1, 1, 32366
1, 1, High school, Urban, 1, 1, 28959
1, 0, Bachelor's degree +, Urban, 1, 1, 70398
0, 0, Bachelor's degree +, Urban, 0, 1, 70382
1, 1, Bachelor's degree +, Urban, 0, 1, 54379
1, 1, Some college, Rural, 0, 1, 33403
1, 0, Bachelor's degree +, Suburban, 0, 1, 70442
1, 0, High school, Suburban, 0, 1, 32387
1, 1, Less than high school, Urban, 0, 0, 20734
1, 0, Some college, Suburban, 0, 1, 39962
1, 1, Bachelor's degree +, Suburban, 0, 1, 54324
0, 1, Bachelor's degree +, Suburban, 0, 1, 54617
0, 1, Bachelor's degree +, Urban, 0, 1, 54279
0, 1, Less than high school, Urban, 1, 1, 20837
1, 1, High school, Suburban, 0, 1, 28848
1, 1, Bachelor's degree +, Urban, 0, 0, 54479
0, 1, High school, Urban, 0, 0, 28902
1, 0, Some college, Urban, 1, 1, 39902
